Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
SH3RF1,57630,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
SLC25A12,8604,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
SPATS2L,26010,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
STAT2,6773,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,3.30,3
TAF9B,51616,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
TAOK3,51347,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
THNSL2,55258,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
TSPAN33,340348,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
VRK1,7443,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.30,2
AKR1B15,441282,Schizophrenia,MESH:D012559,,Cytarabine,3.29,1
BCKDHA,593,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
BRD8,10902,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
CCT3,7203,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.29,3
CNBP,7555,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
CYP4A32,100040843,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.29,1
DDB1,1642,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
DYNLT3,6990,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
ECHDC1,55862,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
EPSTI1,94240,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
ESCO2,157570,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.29,3
FAM210B,116151,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
FNDC5,252995,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
FRMD6,122786,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
HACD1,9200,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
HDAC7,51564,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
HIF1A,3091,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,3.29,1
HLA-E,3133,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
MPPED1,758,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.29,1
MYO6,4646,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
NET1,10276,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.29,3
ODAM,54959,Schizophrenia,MESH:D012559,,Cytarabine,3.29,1
PANX1,24145,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
PBX3,5090,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
PHACTR2,9749,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
PRIM2,5558,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.29,3
PSMC2,5701,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.29,3
RAB23,51715,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
RNASE1,6035,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
SAT2,112483,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
SRPRB,58477,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
SSRP1,6749,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
TANC1,85461,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
TET1,80312,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
TIGAR,57103,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
TMEM37,140738,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.29,3
UFM1,51569,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
UGT2B17,7367,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.29,3
USP1,7398,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
XPOT,11260,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.29,2
ZFP523,224656,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.29,1
ACOT13,55856,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
ACP2,53,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
ACVR1,90,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
ADGRF2,222611,Schizophrenia,MESH:D012559,,Lipopolysaccharides,3.28,1
AK4,205,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.28,4
ARAF,369,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
ARHB,100194935,Schizophrenia,MESH:D012559,,Lipopolysaccharides,3.28,1
BRD3,8019,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
CAPN6,827,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
CELSR2,1952,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
CENPH,64946,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
CKS2,1164,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.28,4
CSF3,1440,"Schizophrenia, Paranoid",MESH:D012563,,Clozapine,3.28,26
CTPS,51797,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
DEFB2,13215,Schizophrenia,MESH:D012559,,Lipopolysaccharides,3.28,1
E2F5,1875,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
ELF4,2000,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
FAIM,55179,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
GSTO1,9446,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.28,4
GSTO2,119391,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
ITGAL,3683,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,3.28,3
MLPH,79083,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
MMAB,326625,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
MSH2,4436,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.28,4
PKIA,5569,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
PPFIA4,8497,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
RBM12,10137,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
SEMA4D,10507,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
SLC31A1,1317,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.28,4
SNORA64,26784,Schizophrenia,MESH:D012559,,Lipopolysaccharides,3.28,1
SNORD46,94161,Schizophrenia,MESH:D012559,,Lipopolysaccharides,3.28,1
SNORD59A,26789,Schizophrenia,MESH:D012559,,Lipopolysaccharides,3.28,1
SPRED2,200734,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
TAK1,39659,Schizophrenia,MESH:D012559,,Lipopolysaccharides,3.28,1
TDRD7,23424,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
TMEM47,83604,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.28,2
TST,7263,Schizophrenia,MESH:D012559,,Cytarabine|Valproic Acid,3.28,3
ABL2,27,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
ADGRG6,57211,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
ADRA1B,147,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.27,4
ATP2B4,493,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.27,3
CAVIN2,8436,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.27,3
CDS2,8760,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
CEP57,9702,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
DNAJC9,23234,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
EIF2AK4,440275,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
EPS15,2060,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
ERP27,121506,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
GCLC,2729,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,3.27,1
LARP7,51574,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
LRPAP1,4043,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
MLLT3,4300,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
OSR2,116039,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
PSMB10,5699,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,3.27,3
PTPN14,5784,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
RPE65,6121,Schizophrenia,MESH:D012559,,Vitamin A,3.27,1
RPL23,9349,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.27,3
RPL6,6128,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,3.27,3
RRAGC,64121,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
SELENOW,6415,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.27,3
SLC35D1,23169,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
SLC48A1,55652,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
SLC7A6,9057,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
SLCO1A2,6579,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,3.27,3
STK17A,9263,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
TMBIM1,64114,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
UBE2J1,51465,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.27,2
ADCY2,108,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
APBB2,323,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
COL16A1,1307,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
CTPS2,56474,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
CXCL8,3576,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,3.26,1
DARS,1615,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
EFNA5,1946,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
FAM149A,25854,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
FNBP1L,54874,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
GPX8,493869,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
IMPAD1,54928,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
INPP1,3628,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
KDELR2,11014,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
KHDRBS1,10657,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
LAMTOR4,389541,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.26,1
MEOX1,4222,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
MINDY4,84182,Schizophrenia,MESH:D012559,,Cytarabine,3.26,1
NME3,4832,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
PRKAA1,5562,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.26,4
PTPRZ1,5803,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
RBM14,10432,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
SLC25A15,10166,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
SUV39H1,6839,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
TACC2,10579,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
TOLLIP,54472,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
TRIM67,440730,Schizophrenia,MESH:D012559,,Methamphetamine,3.26,5
UPF3B,65109,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.26,2
WASHC2,28006,Schizophrenia,MESH:D012559,,Methamphetamine,3.26,5
WDR91,29062,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.26,1
ACIN1,22985,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
ACVR2B,93,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
ADCY9,115,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
CAP2,10486,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
CD99L2,83692,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
CLDN2,9075,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.25,3
EWSR1,2130,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
FANCC,2176,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
FXYD6,53826,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
GALNT1,2589,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
GCNT1,2650,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
GPRC5C,55890,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
HEG1,57493,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
IL31RA,133396,Schizophrenia,MESH:D012559,,Smoke,3.25,1
IL7,3574,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,3.25,3
KANK4,163782,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
KAT6B,23522,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
LIN7A,8825,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.25,3
LTA4H,4048,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,3.25,3
MBNL1,4154,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
PIK3C2A,5286,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
PIPOX,51268,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
PLXNB2,23654,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
POLN,353497,Schizophrenia,MESH:D012559,,Smoke,3.25,1
RFTN1,23180,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
SCN9A,6335,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
SIN3A,25942,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
SLC38A3,10991,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
SLC38A4,55089,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.25,3
STK17B,9262,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.25,3
TNNC2,7125,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
TRIM22,10346,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.25,2
ACOT9,23597,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ADCY1,107,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ADCY3,109,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ADGRV1,84059,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ADI1,55256,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
AMOTL2,51421,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ANXA11,311,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
APOBEC3B,9582,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ATL2,64225,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
BCL10,8915,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.24,3
BMP2K,55589,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
CFL2,1073,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
COBL,23242,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
CYP8B1,1582,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.24,4
FGF18,8817,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
GPX7,2882,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.24,3
H2AFV,94239,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
HNRNPL,3191,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
IDS,3423,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
IFNG,3458,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,3.24,1
IRS2,8660,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.24,4
IRX3,79191,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
IRX5,10265,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ITM2B,9445,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
KDM1A,23028,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
KLHL5,51088,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
MAP7,9053,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
MOCOS,55034,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
MYADM,91663,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
NEDD9,4739,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.24,4
NRXN3,9369,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
PAK2,5062,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
PAK3,5063,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
PDK3,5165,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
PITX2,5308,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
PLPP2,8612,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
POLD3,10714,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
POLQ,10721,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
PPP2R1B,5519,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
PRUNE2,158471,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
RASGRP2,10235,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
RGL1,23179,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
RIPOR2,9750,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
SAMD4A,23034,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
SEC31A,22872,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
SH3GLB1,51100,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
SLC21A4,80899,Schizophrenia,MESH:D012559,,Cocaine,3.24,1
SLC22A25,387601,Schizophrenia,MESH:D012559,,Cocaine,3.24,1
SLC28A2,9153,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
SMIM14,201895,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
SOD2,6648,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,3.24,1
SPINT2,10653,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
SSPN,8082,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ST3GAL5,8869,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.24,3
TIMM17A,10440,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
TIPARP,25976,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.24,4
TNFRSF10D,8793,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
TNNT1,7138,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
VEGP2,94106,Schizophrenia,MESH:D012559,,Cocaine,3.24,1
WNT10B,7480,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ZCCHC7,84186,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.24,2
ACHE,43,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,3.23,1
AIMP1,9255,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
ANKRD10,55608,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
ARHGEF7,8874,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
BMP7,655,Schizophrenia,MESH:D012559,,Dehydroepiandrosterone|Valproic Acid,3.23,3
CCNH,902,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
CDC42BPA,8476,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
CEACAM20,125931,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.23,1
CHRDL1,91851,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
CHRNA2,1135,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
DCTPP1,79077,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
DFFA,1676,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,3.23,3
ESD,2098,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.23,3
FBRS,64319,Schizophrenia,MESH:D012559,,Caffeine,3.23,1
GCK,2645,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.23,4
GFPT2,9945,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
GPHN,10243,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
HJURP,55355,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
LPCAT1,79888,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
MAGI1,9223,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
MARS,4141,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
MCM5,4174,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.23,4
NPC2,10577,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.23,3
PASK,23178,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
PDE9A,5152,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
PLEKHA6,22874,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
PPP2R5C,5527,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
PRKD3,23683,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
RPS27,6232,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.23,3
S100A1,6271,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
SCN1A,6323,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
SEL1L,6400,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
SKIL,6498,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.23,3
SLC31A2,1318,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
SMLR1,100507203,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.23,1
SMOC1,64093,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,3.23,3
SRD5A3,79644,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
SYNGR1,9145,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.23,2
SZT2,23334,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.23,1
THRB,7068,"Schizophrenia, Paranoid",MESH:D012563,,Clozapine,3.23,26
TRIR,79002,Schizophrenia,MESH:D012559,,Tetrachloroethylene,3.23,1
APEH,327,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
ARHGAP26,23092,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
ATP6V1A,523,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,3.22,3
AVP,551,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,3.22,4
CAAP1,79886,Schizophrenia,MESH:D012559,,Ketamine,3.22,3
CAST,831,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,3.22,3
CD59A,12509,Schizophrenia,MESH:D012559,,Smoke,3.22,1
CDC42EP3,10602,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
CKMT1B,1159,Schizophrenia,MESH:D012559,,Smoke,3.22,1
COA4,51287,Schizophrenia,MESH:D012559,,Ketamine,3.22,3
CSTF3,1479,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
DBT,1629,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
DLX5,1749,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
DNAJC10,54431,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
GALNT3,2591,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
GCHFR,2644,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.22,3
HCK,3055,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,3.22,3
HES5,388585,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
HLA-A,3105,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
HSDL2,84263,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,3.22,3
IGF2BP3,10643,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,3.22,2
